Id_de_sentencia,Centro_de_Justicia,Causa_Penal,Juez,TipoSentencia,Relevante,Perspectiva_de_Género,Fecha_de_Auto_de_Apertura_a_Juicio_Oral,Fecha_de_sentencia,Sentenciados,Victimas,Criterios,Exclusión_violación_DD_HH_en_JO
28328,Acapulco,224/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,11/11/2022 12:00:00 a. m.,2,1,,No
28329,Acapulco,225/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,11/11/2022 12:00:00 a. m.,1,1,,No
28086,Acapulco,222/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,09/11/2022 12:00:00 a. m.,1,1,,No
28026,Acapulco,13/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,08/11/2022 12:00:00 a. m.,4,1,,No
28082,Acapulco,108/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,08/11/2022 12:00:00 a. m.,1,1,,No
28025,Acapulco,179/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,27/10/2022 12:00:00 a. m.,1,1,,No
27591,Acapulco,84/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/10/2022 12:00:00 a. m.,1,1,,No
27592,Acapulco,203/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/10/2022 12:00:00 a. m.,1,1,,No
27594,Acapulco,75/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/10/2022 12:00:00 a. m.,1,1,,No
27595,Acapulco,34/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/10/2022 12:00:00 a. m.,1,1,,No
27559,Acapulco,177/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,21/10/2022 12:00:00 a. m.,1,1,,No
27613,Acapulco,193/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,19/10/2022 12:00:00 a. m.,1,1,,No
27615,Acapulco,116/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Juicio Oral,No,No,15/10/2021 12:00:00 a. m.,17/10/2022 12:00:00 a. m.,1,1,,No
27357,Acapulco,201/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,11/10/2022 12:00:00 a. m.,1,1,,No
27614,Acapulco,278/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Juicio Oral,No,No,29/04/2022 12:00:00 a. m.,10/10/2022 12:00:00 a. m.,7,1,,No
27175,Acapulco,177/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,07/10/2022 12:00:00 a. m.,3,1,,No
27122,Acapulco,75/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,03/10/2022 12:00:00 a. m.,1,1,,No
26839,Acapulco,17/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,28/09/2022 12:00:00 a. m.,3,1,,No
26819,Acapulco,333/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/09/2022 12:00:00 a. m.,3,1,,No
26714,Acapulco,181/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,19/09/2022 12:00:00 a. m.,1,1,,No
26920,Acapulco,373/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,09/09/2022 12:00:00 a. m.,1,1,,No
26921,Acapulco,7/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,09/09/2022 12:00:00 a. m.,1,1,,No
26393,Acapulco,98/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,06/09/2022 12:00:00 a. m.,1,1,,No
26427,Acapulco,141/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,06/09/2022 12:00:00 a. m.,6,1,,No
26368,Acapulco,174/2017,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,05/09/2022 12:00:00 a. m.,1,1,,No
26653,Acapulco,144/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,31/08/2022 12:00:00 a. m.,9,1,,No
26221,Acapulco,29/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/08/2022 12:00:00 a. m.,1,1,,No
28292,Acapulco,327/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,26/08/2022 12:00:00 a. m.,2,1,,No
25962,Acapulco,123/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,22/08/2022 12:00:00 a. m.,1,1,,No
26940,Acapulco,145/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,19/08/2022 12:00:00 a. m.,1,1,,No
25797,Acapulco,138/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,17/08/2022 12:00:00 a. m.,1,1,,No
26935,Acapulco,112/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,16/08/2022 12:00:00 a. m.,1,1,,No
26928,Acapulco,92/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,12/08/2022 12:00:00 a. m.,1,1,,No
26937,Acapulco,125/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,11/08/2022 12:00:00 a. m.,1,1,,No
25622,Acapulco,59/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,09/08/2022 12:00:00 a. m.,1,1,,No
25620,Acapulco,102/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,08/08/2022 12:00:00 a. m.,1,1,,No
25619,Acapulco,360/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,05/08/2022 12:00:00 a. m.,1,1,,No
25618,Acapulco,81/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,04/08/2022 12:00:00 a. m.,1,1,,No
26938,Acapulco,133/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,04/08/2022 12:00:00 a. m.,1,1,,No
28294,Acapulco,350/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,02/08/2022 12:00:00 a. m.,1,1,,No
25677,Acapulco,73/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,27/07/2022 12:00:00 a. m.,1,1,,No
25676,Acapulco,89/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/07/2022 12:00:00 a. m.,1,1,,No
25305,Acapulco,104/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/07/2022 12:00:00 a. m.,1,1,,No
25263,Acapulco,222/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,21/07/2022 12:00:00 a. m.,3,1,,No
25198,Acapulco,178/2017,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,20/07/2022 12:00:00 a. m.,1,1,,No
25144,Acapulco,124/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,18/07/2022 12:00:00 a. m.,1,1,,No
25145,Acapulco,38/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,18/07/2022 12:00:00 a. m.,1,1,,No
25400,Acapulco,276/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,15/07/2022 12:00:00 a. m.,3,1,,No
27554,Acapulco,181/2019,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,15/07/2022 12:00:00 a. m.,1,1,,No
24955,Acapulco,104/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,14/07/2022 12:00:00 a. m.,1,1,,No
24837,Acapulco,29/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,11/07/2022 12:00:00 a. m.,1,1,,No
24884,Acapulco,122/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,11/07/2022 12:00:00 a. m.,1,1,,No
24833,Acapulco,27/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,07/07/2022 12:00:00 a. m.,1,1,,No
24818,Acapulco,55/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,06/07/2022 12:00:00 a. m.,1,1,,No
24588,Acapulco,87/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/06/2022 12:00:00 a. m.,1,1,,No
24589,Acapulco,107/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/06/2022 12:00:00 a. m.,1,1,,No
24419,Acapulco,67/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,27/06/2022 12:00:00 a. m.,1,1,,No
24722,Acapulco,439/2019,JOAQUIN ALBERTO RUIZ GARCÍA,Juicio Oral,No,No,04/12/2020 12:00:00 a. m.,24/06/2022 12:00:00 a. m.,8,1,,No
24366,Acapulco,46/2019,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,23/06/2022 12:00:00 a. m.,1,1,,No
24368,Acapulco,46/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,22/06/2022 12:00:00 a. m.,1,1,,No
26923,Acapulco,60/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,22/06/2022 12:00:00 a. m.,1,1,,No
26929,Acapulco,93/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,22/06/2022 12:00:00 a. m.,1,1,,No
26922,Acapulco,44/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,16/06/2022 12:00:00 a. m.,1,1,,No
26931,Acapulco,94/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,16/06/2022 12:00:00 a. m.,1,1,,No
26933,Acapulco,101/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,16/06/2022 12:00:00 a. m.,1,1,,No
26211,Acapulco,158/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,14/06/2022 12:00:00 a. m.,2,1,,No
27557,Acapulco,286/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Juicio Oral,No,No,23/07/2021 12:00:00 a. m.,14/06/2022 12:00:00 a. m.,1,1,,No
24420,Acapulco,125/2017,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,08/06/2022 12:00:00 a. m.,1,1,,No
24423,Acapulco,90/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,1,1,,No
24424,Acapulco,99/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,1,1,,No
26924,Acapulco,65/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,06/06/2022 12:00:00 a. m.,1,1,,No
26926,Acapulco,78/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,03/06/2022 12:00:00 a. m.,1,1,,No
28289,Acapulco,317/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,03/06/2022 12:00:00 a. m.,1,1,,No
26919,Acapulco,359/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,27/05/2022 12:00:00 a. m.,4,1,,No
24421,Acapulco,331/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/05/2022 12:00:00 a. m.,3,1,,No
24091,Acapulco,137/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,23/05/2022 12:00:00 a. m.,1,1,,No
28299,Acapulco,435/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,16/05/2022 12:00:00 a. m.,1,1,,No
24751,Acapulco,321/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,11/05/2022 12:00:00 a. m.,1,1,,No
26251,Acapulco,76/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,10/05/2022 12:00:00 a. m.,1,1,,No
26257,Acapulco,158/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,03/05/2022 12:00:00 a. m.,2,1,,No
24113,Acapulco,70/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,02/05/2022 12:00:00 a. m.,1,1,,No
24753,Acapulco,280/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/04/2022 12:00:00 a. m.,1,1,,No
23484,Acapulco,83/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,1,1,,No
24093,Acapulco,82/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,1,1,,No
24978,Acapulco,223/2020,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,26/04/2022 12:00:00 a. m.,1,1,,No
24367,Acapulco,77/2020,JOAQUIN ALBERTO RUIZ GARCÍA,Juicio Oral,No,No,17/01/2022 12:00:00 a. m.,25/04/2022 12:00:00 a. m.,7,1,,No
24635,Acapulco,38/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,25/04/2022 12:00:00 a. m.,1,1,,No
26240,Acapulco,266/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,25/04/2022 12:00:00 a. m.,1,1,,No
26243,Acapulco,325/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,25/04/2022 12:00:00 a. m.,1,1,,No
26248,Acapulco,390/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,22/04/2022 12:00:00 a. m.,1,1,,No
26237,Acapulco,368/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,21/04/2022 12:00:00 a. m.,1,1,,No
24095,Acapulco,74/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,20/04/2022 12:00:00 a. m.,1,1,,No
24098,Acapulco,72/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,20/04/2022 12:00:00 a. m.,3,1,,No
24918,Acapulco,278/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,20/04/2022 12:00:00 a. m.,1,1,,No
24642,Acapulco,25/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,19/04/2022 12:00:00 a. m.,1,1,,No
26236,Acapulco,105/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,07/04/2022 12:00:00 a. m.,1,1,,No
26250,Acapulco,57/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,07/04/2022 12:00:00 a. m.,1,1,,No
23748,Acapulco,215/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,06/04/2022 12:00:00 a. m.,1,1,,No
24530,Acapulco,69/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,06/04/2022 12:00:00 a. m.,1,1,,No
24531,Acapulco,68/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,06/04/2022 12:00:00 a. m.,1,1,,No
26254,Acapulco,413/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,05/04/2022 12:00:00 a. m.,1,1,,No
24110,Acapulco,233/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,04/04/2022 12:00:00 a. m.,1,1,,No
26238,Acapulco,195/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,31/03/2022 12:00:00 a. m.,1,1,,No
26239,Acapulco,197/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,31/03/2022 12:00:00 a. m.,1,1,,No
24533,Acapulco,50/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/03/2022 12:00:00 a. m.,1,1,,No
24534,Acapulco,48/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/03/2022 12:00:00 a. m.,1,1,,No
24535,Acapulco,47/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/03/2022 12:00:00 a. m.,1,1,,No
24638,Acapulco,35/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,29/03/2022 12:00:00 a. m.,1,1,,No
21850,Acapulco,49/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,28/03/2022 12:00:00 a. m.,1,1,,No
26222,Acapulco,351/2019,JOAQUIN ALBERTO RUIZ GARCÍA,Juicio Oral,No,No,23/09/2020 12:00:00 a. m.,28/03/2022 12:00:00 a. m.,48,1,,No
23501,Acapulco,1/2022,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,25/03/2022 12:00:00 a. m.,2,1,,No
26244,Acapulco,350/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,25/03/2022 12:00:00 a. m.,1,1,,No
21848,Acapulco,24/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,22/03/2022 12:00:00 a. m.,1,1,,No
24958,Acapulco,225/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,22/03/2022 12:00:00 a. m.,5,1,,No
21489,Acapulco,12/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,18/03/2022 12:00:00 a. m.,1,1,,No
26247,Acapulco,357/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,18/03/2022 12:00:00 a. m.,1,1,,No
24750,Acapulco,339/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,17/03/2022 12:00:00 a. m.,1,1,,No
24976,Acapulco,98/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,17/03/2022 12:00:00 a. m.,1,1,,No
21488,Acapulco,3/2022,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,16/03/2022 12:00:00 a. m.,1,1,,Si
24532,Acapulco,51/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,14/03/2022 12:00:00 a. m.,1,1,,No
21393,Acapulco,162/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,10/03/2022 12:00:00 a. m.,1,1,,No
24643,Acapulco,15/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,08/03/2022 12:00:00 a. m.,1,1,,No
24749,Acapulco,363/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,03/03/2022 12:00:00 a. m.,2,1,,No
26241,Acapulco,314/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,24/02/2022 12:00:00 a. m.,1,1,,No
21229,Acapulco,329/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,23/02/2022 12:00:00 a. m.,1,1,,No
24640,Acapulco,31/2022,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,23/02/2022 12:00:00 a. m.,1,1,,No
24977,Acapulco,97/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,21/02/2022 12:00:00 a. m.,1,1,,No
26249,Acapulco,392/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,17/02/2022 12:00:00 a. m.,1,1,,No
28284,Acapulco,133/2021,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,17/02/2022 12:00:00 a. m.,4,1,,No
21073,Acapulco,122/2021,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,14/02/2022 12:00:00 a. m.,1,1,,No
24109,Acapulco,65/2020,CRESCENCIO CONTRERAS MARTÍNEZ,Juicio Oral,No,No,18/06/2021 12:00:00 a. m.,12/02/2022 12:00:00 a. m.,8,1,,No
21074,Acapulco,351/2020,CRESCENCIO CONTRERAS MARTÍNEZ,Procedimiento Abreviado,No,No,,11/02/2022 12:00:00 a. m.,1,1,,No
24956,Acapulco,246/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,10/02/2022 12:00:00 a. m.,1,1,,No
26142,Acapulco,439/2020,JOSÉ MIGUEL  LÓPEZ  RODRÍGUEZ,Procedimiento Abreviado,No,No,,09/02/2022 12:00:00 a. m.,1,1,,No
24748,Acapulco,363/2021,JOAQUIN ALBERTO RUIZ GARCÍA,Procedimiento Abreviado,No,No,,04/02/2022 12:00:00 a. m.,2,1,,No
